-7.496769904546037644e+00	-4.795778298355619640e+00
-9.876978199480310749e+00	-6.828510172321480276e+00
-9.256010702753904695e+00	-5.956184597308534556e+00
-8.564838863559987914e+00	-5.248277192382497347e+00
-9.657686797364579689e+00	-7.543348337965548822e+00
-7.323691291379383905e+00	-4.890602793286128680e+00
-8.713239213604730082e+00	-5.796294782233473164e+00
-8.440472333999096577e+00	-5.187092444710736494e+00
-7.933560639749527077e+00	-6.362795997228529288e+00
-8.817189748865260412e+00	-4.579256336672505867e+00
-8.180259759733942815e+00	-8.050581691709689736e+00
-9.060212281729210559e+00	-4.167501202128092608e+00
-7.521521223373707876e+00	-6.045940467469324453e+00
-8.338261619060512331e+00	-6.784566858424687652e+00
-7.604012672521697880e+00	-7.426685900202874002e+00
-9.026662433738152913e+00	-3.944630156067233884e+00
-9.940503989183937961e+00	-4.959588810737746378e+00
-8.566376552055128712e+00	-3.987933978839668825e+00
-8.571757617701857512e+00	-4.103543944414995259e+00
-7.987776097367330408e+00	-3.869927365165001909e+00
-1.003012797783472010e+01	-5.140980735444632188e+00
-9.290698181240941267e+00	-5.681725857637091259e+00
-9.880275090503648272e+00	-6.253621505024417715e+00
-9.906092436518392219e+00	-5.087900355038638800e+00
-9.485653869741129895e+00	-4.976565533174147404e+00
-9.391198586667384163e+00	-6.976665785730745029e+00
-1.067417277649352947e+01	-5.043762239242748358e+00
-8.723244154564708808e+00	-4.755611494169829534e+00
-1.074049057730672274e+01	-4.842183047056214384e+00
-9.830604008503517122e+00	-6.363810908445995729e+00
-8.323286776508380669e+00	-5.908479060236226488e+00
-9.074131916444558854e+00	-5.337412052648106808e+00
-9.100447915346061123e+00	-6.985585374701667405e+00
-1.030126088987146993e+01	-6.061182213680845976e+00
-1.045531004759479288e+01	-5.508388828267225534e+00
-8.665415498271631378e+00	-5.811252951389692001e+00
-8.021506458197926293e+00	-6.161022137205740101e+00
-8.414398803422342255e+00	-4.073733825930403007e+00
-8.820108592518050017e+00	-6.845389771614625474e+00
-1.040884091689629543e+01	-5.841057712923279688e+00
-9.133838672648842305e+00	-5.149702781458045386e+00
-8.593432405110972283e+00	-5.480609502003649602e+00
-8.968669169488844517e+00	-5.709827112132518145e+00
-8.591640454521410675e+00	-7.659349373516713300e+00
-9.042310657417800712e+00	-5.732263799873051013e+00
-9.323615049338670246e+00	-5.395308905574363934e+00
-6.515445534671620464e+00	-5.371132932696756512e+00
-9.255680682222607203e+00	-6.744031624077560849e+00
-9.614597138339844307e+00	-4.918487163969652798e+00
-7.759078995358191122e+00	-5.679485594187775988e+00
-8.777066556784129503e+00	-4.573753794156703911e+00
-6.808790846707651667e+00	-4.620629561952246611e+00
-8.574863564262777516e+00	-5.057894253852358801e+00
-8.395723491804629290e+00	-6.569844979496358484e+00
-9.352452566916515053e+00	-4.534787716179758732e+00
-8.579696002666977961e+00	-7.377091963899568228e+00
-9.858546010733594045e+00	-5.872784880889062364e+00
-1.070869224355271143e+01	-4.426016015310635154e+00
-8.546062457654809208e+00	-8.344645308142720097e+00
-7.972645785428618126e+00	-6.740516329707579857e+00
-1.121661393902676096e+01	-4.332577893260634028e+00
-9.344817855778975613e+00	-7.181969170602655161e+00
-8.546892921479683380e+00	-5.793836901416742791e+00
-8.934702575835311578e+00	-4.561768446596454751e+00
-9.582073371322199051e+00	-6.079460047487451391e+00
-7.735257232171983688e+00	-5.747375120417079764e+00
-9.913230301518854759e+00	-5.234074023867993475e+00
-9.511533410050558857e+00	-3.744241820563214862e+00
-8.004031607818145488e+00	-4.536816037463108131e+00
-8.386443489212274116e+00	-4.327126501407265735e+00
-1.021480369373784391e+01	-6.611396107611877682e+00
-7.483972085133247631e+00	-4.997666633348236687e+00
-8.055294029575875925e+00	-4.666673731160236649e+00
-9.257360803927399573e+00	-5.726545047774910024e+00
-9.819555694936843437e+00	-4.055328515638176867e+00
-1.072143172778081066e+01	-4.689778288484299118e+00
-9.217604790322953434e+00	-5.464759321313160001e+00
-9.343050761832870421e+00	-5.253490231013390854e+00
-7.841578470641692888e+00	-6.332707923775932279e+00
-1.072644437393793559e+01	-5.145179614389151723e+00
-9.413126806231444377e+00	-4.703828782830467681e+00
-8.471446425811814507e+00	-6.874250993151850508e+00
-1.035876421797560987e+01	-5.186269009752710879e+00
-8.999252403692970859e+00	-7.200670249907680898e+00
-9.553795240292689783e+00	-4.900511386049290152e+00
-8.038559660598759038e+00	-6.267220630337819287e+00
-1.079492044570678466e+01	-5.300676911033646022e+00
-9.275362093515740369e+00	-7.831676532151206516e+00
-1.007513975744124224e+01	-5.166140659280097580e+00
-9.067363764621442002e+00	-4.909175170379717734e+00
-7.395455518978677034e+00	-6.697694394830196352e+00
